id,to_id
D_253,L_161
D_254,L_479
D_255,L_87
D_256,L_80
D_257,L_362
D_258,L_770
D_259,L_969
D_260,L_773
D_261,L_625
D_262,L_476
D_263,L_244
D_264,L_885
D_265,L_156
D_266,L_36
D_267,L_708
D_268,L_65
D_269,L_196
D_270,L_218
D_271,L_773
D_272,L_791
D_273,L_896
D_274,L_337
D_275,L_997
D_276,L_813
D_277,L_948
D_278,L_487
D_279,L_632
D_280,L_6
D_281,L_757
D_282,L_34
D_283,L_803
D_284,L_268
D_285,L_164
D_286,L_638
D_287,L_72
D_288,L_407
D_289,L_886
D_290,L_389
D_291,L_78
D_292,L_777
D_293,L_951
D_294,L_989
D_295,L_233
D_296,L_417
D_297,L_698
D_298,L_725
D_299,L_615
D_300,L_610
D_301,L_99
D_302,L_386
D_303,L_840
D_304,L_623
D_305,L_568
D_306,L_567
D_307,L_295
D_308,L_305
D_309,L_337
D_310,L_34
D_311,L_348
D_312,L_223
D_313,L_802
D_314,L_662
D_315,L_701
D_316,L_244
D_317,L_685
D_318,L_540
D_319,L_759
D_320,L_302
D_321,L_444
D_322,L_645
D_323,L_20
D_324,L_495
D_325,L_475
D_326,L_619
D_327,L_306
D_328,L_869
D_329,L_997
D_330,L_291
D_331,L_933
D_332,L_584
D_333,L_190
D_334,L_742
D_335,L_907
D_336,L_336
D_337,L_255
D_338,L_846
D_339,L_147
D_340,L_445
D_341,L_407
D_342,L_328
D_343,L_588
D_344,L_669
D_345,L_29
D_346,L_224
D_347,L_618
D_348,L_57
D_349,L_6
D_350,L_297
D_351,L_48
D_352,L_542
D_353,L_8
D_354,L_280
D_355,L_209
D_356,L_205
D_357,L_232
D_358,L_781
D_359,L_432
D_360,L_684
D_361,L_306
D_362,L_899
D_363,L_586
D_364,L_813
D_365,L_122
D_366,L_235
D_367,L_129
D_368,L_125
D_369,L_360
D_370,L_964
D_371,L_397
D_372,L_467
D_373,L_738
D_374,L_606
D_375,L_226
D_376,L_675
D_377,L_540
D_378,L_718
D_379,L_341
D_380,L_228
D_381,L_441
D_382,L_214
D_383,L_882
D_384,L_822
D_385,L_383
D_386,L_147
D_387,L_160
D_388,L_296
D_389,L_989
D_390,L_752
D_391,L_171
D_392,L_157
D_393,L_632
D_394,L_518
D_395,L_312
D_396,L_679
D_397,L_718
D_398,L_15
D_399,L_251
D_400,L_876
D_401,L_26
D_402,L_394
D_403,L_540
D_404,L_81
D_405,L_797
D_406,L_488
D_407,L_131
D_408,L_763
D_409,L_946
D_410,L_732
D_411,L_18
D_412,L_877
D_413,L_219
D_414,L_889
D_415,L_776
D_416,L_368
D_417,L_237
D_418,L_977
D_419,L_968
D_420,L_409
D_421,L_420
D_422,L_650
D_423,L_258
D_424,L_67
D_425,L_332
D_426,L_185
D_427,L_544
D_428,L_228
D_429,L_920
D_430,L_112
D_431,L_868
D_432,L_76
D_433,L_319
D_434,L_302
D_435,L_958
D_436,L_254
D_437,L_597
D_438,L_37
D_439,L_173
D_440,L_196
D_441,L_952
D_442,L_692
D_443,L_618
D_444,L_579
D_445,L_172
D_446,L_721
D_447,L_150
D_448,L_524
D_449,L_171
D_450,L_92
D_451,L_297
D_452,L_347
D_453,L_29
D_454,L_520
D_455,L_59
D_456,L_868
D_457,L_584
D_458,L_592
D_459,L_620
D_460,L_57
D_461,L_760
D_462,L_783
D_463,L_638
D_464,L_920
D_465,L_18
D_466,L_469
D_467,L_888
D_468,L_694
D_469,L_621
D_470,L_855
D_471,L_784
D_472,L_414
D_473,L_212
D_474,L_128
D_475,L_8
D_476,L_191
D_477,L_542
D_478,L_935
D_479,L_86
D_480,L_834
D_481,L_197
D_482,L_501
D_483,L_823
D_484,L_335
D_485,L_534
D_486,L_444
D_487,L_75
D_488,L_905
D_489,L_607
D_490,L_268
D_491,L_159
D_492,L_58
D_493,L_858
D_494,L_785
D_495,L_915
D_496,L_928
D_497,L_450
D_498,L_159
D_499,L_607
D_500,L_903
D_501,L_334
D_502,L_481
D_503,L_583
D_504,L_927
D_505,L_913
D_506,L_840
D_507,L_515
D_508,L_886
D_509,L_174
D_510,L_241
D_511,L_105
D_512,L_778
D_513,L_341
D_514,L_236
D_515,L_877
D_516,L_60
D_517,L_40
D_518,L_11
D_519,L_328
D_520,L_49
D_521,L_165
D_522,L_137
D_523,L_293
D_524,L_525
D_525,L_335
D_526,L_832
D_527,L_874
D_528,L_612
D_529,L_602
D_530,L_102
D_531,L_734
D_532,L_215
D_533,L_27
D_534,L_588
D_535,L_162
D_536,L_353
D_537,L_570
D_538,L_973
D_539,L_676
D_540,L_17
D_541,L_190
D_542,L_237
D_543,L_795
D_544,L_378
D_545,L_54
D_546,L_275
D_547,L_85
D_548,L_56
D_549,L_563
D_550,L_394
D_551,L_815
D_552,L_900
D_553,L_390
D_554,L_48
D_555,L_759
D_556,L_170
D_557,L_503
D_558,L_103
D_559,L_1
D_560,L_413
D_561,L_119
D_562,L_980
D_563,L_415
D_564,L_52
D_565,L_550
D_566,L_692
D_567,L_80
D_568,L_646
D_569,L_939
D_570,L_625
D_571,L_384
D_572,L_83
D_573,L_762
D_574,L_740
D_575,L_311
D_576,L_929
D_577,L_548
D_578,L_910
D_579,L_317
D_580,L_330
D_581,L_36
D_582,L_451
D_583,L_419
D_584,L_705
D_585,L_513
D_586,L_43
D_587,L_654
D_588,L_166
D_589,L_992
D_590,L_627
D_591,L_101
D_592,L_267
D_593,L_837
D_594,L_913
D_595,L_670
D_596,L_926
D_597,L_399
D_598,L_617
D_599,L_816
D_600,L_620
D_601,L_321
D_602,L_320
D_603,L_910
D_604,L_241
D_605,L_264
D_606,L_794
D_607,L_298
D_608,L_369
D_609,L_107
D_610,L_51
D_611,L_637
D_612,L_510
D_613,L_2
D_614,L_658
D_615,L_778
D_616,L_328
D_617,L_477
D_618,L_108
D_619,L_278
D_620,L_988
D_621,L_5
D_622,L_789
D_623,L_887
D_624,L_742
D_625,L_982
D_626,L_605
D_627,L_469
D_628,L_199
D_629,L_629
D_630,L_654
D_631,L_799
D_632,L_862
D_633,L_890
D_634,L_529
D_635,L_78
D_636,L_739
D_637,L_181
D_638,L_157
D_639,L_119
D_640,L_671
D_641,L_359
D_642,L_423
D_643,L_855
D_644,L_57
D_645,L_128
D_646,L_108
D_647,L_986
D_648,L_79
D_649,L_520
D_650,L_647
D_651,L_319
D_652,L_848
D_653,L_163
D_654,L_240
D_655,L_289
D_656,L_271
D_657,L_295
D_658,L_147
D_659,L_704
D_660,L_1
D_661,L_288
D_662,L_679
D_663,L_901
D_664,L_321
D_665,L_226
D_666,L_531
D_667,L_981
D_668,L_321
D_669,L_815
D_670,L_71
D_671,L_938
D_672,L_280
D_673,L_531
D_674,L_379
D_675,L_164
D_676,L_692
D_677,L_451
D_678,L_232
D_679,L_41
D_680,L_942
D_681,L_601
D_682,L_651
D_683,L_193
D_684,L_636
D_685,L_345
D_686,L_415
D_687,L_918
D_688,L_95
D_689,L_864
D_690,L_474
D_691,L_641
D_692,L_127
D_693,L_230
D_694,L_864
D_695,L_467
D_696,L_975
D_697,L_539
D_698,L_363
D_699,L_862
D_700,L_553
D_701,L_851
D_702,L_84
D_703,L_9
D_704,L_137
D_705,L_331
D_706,L_498
D_707,L_76
D_708,L_648
D_709,L_540
D_710,L_657
D_711,L_332
D_712,L_580
D_713,L_380
D_714,L_495
D_715,L_825
D_716,L_969
D_717,L_910
D_718,L_744
D_719,L_524
D_720,L_681
D_721,L_101
D_722,L_835
D_723,L_877
D_724,L_885
D_725,L_505
D_726,L_258
D_727,L_154
D_728,L_967
D_729,L_136
D_730,L_978
D_731,L_641
D_732,L_235
D_733,L_986
D_734,L_59
D_735,L_339
D_736,L_97
D_737,L_913
D_738,L_853
D_739,L_290
D_740,L_964
D_741,L_256
D_742,L_227
D_743,L_185
D_744,L_36
D_745,L_531
D_746,L_333
D_747,L_774
D_748,L_97
D_749,L_477
D_750,L_180
D_751,L_505
D_752,L_550
D_753,L_334
D_754,L_603
D_755,L_827
D_756,L_729
D_757,L_740
D_758,L_911
D_759,L_874
D_760,L_897
D_761,L_8
D_762,L_299
D_763,L_242
D_764,L_492
D_765,L_250
D_766,L_211
D_767,L_558
D_768,L_382
D_769,L_242
D_770,L_995
D_771,L_771
D_772,L_696
D_773,L_780
D_774,L_196
D_775,L_357
D_776,L_748
D_777,L_717
D_778,L_273
D_779,L_456
D_780,L_904
D_781,L_992
D_782,L_411
D_783,L_164
D_784,L_212
D_785,L_859
D_786,L_459
D_787,L_356
D_788,L_351
D_789,L_27
D_790,L_789
D_791,L_951
D_792,L_710
D_793,L_367
D_794,L_654
D_795,L_262
D_796,L_124
D_797,L_914
D_798,L_599
D_799,L_94
D_800,L_934
D_801,L_520
D_802,L_514
D_803,L_909
D_804,L_157
D_805,L_462
D_806,L_457
D_807,L_146
D_808,L_940
D_809,L_227
D_810,L_322
D_811,L_147
D_812,L_850
D_813,L_311
D_814,L_343
D_815,L_298
D_816,L_522
D_817,L_279
D_818,L_550
D_819,L_562
D_820,L_268
D_821,L_657
D_822,L_498
D_823,L_845
D_824,L_324
D_825,L_435
D_826,L_980
D_827,L_893
D_828,L_417
D_829,L_229
D_830,L_16
D_831,L_675
D_832,L_696
D_833,L_403
D_834,L_590
D_835,L_590
D_836,L_897
D_837,L_439
D_838,L_74
D_839,L_0
D_840,L_982
D_841,L_450
D_842,L_722
D_843,L_699
D_844,L_788
D_845,L_76
D_846,L_842
D_847,L_479
D_848,L_14
D_849,L_65
D_850,L_202
D_851,L_628
D_852,L_674
D_853,L_461
D_854,L_237
D_855,L_151
D_856,L_317
D_857,L_956
D_858,L_533
D_859,L_651
D_860,L_807
D_861,L_34
D_862,L_113
D_863,L_495
D_864,L_531
D_865,L_491
D_866,L_919
D_867,L_452
D_868,L_113
D_869,L_580
D_870,L_106
D_871,L_346
D_872,L_319
D_873,L_993
D_874,L_601
D_875,L_637
D_876,L_949
D_877,L_334
D_878,L_290
D_879,L_179
D_880,L_180
D_881,L_116
D_882,L_717
D_883,L_545
D_884,L_442
D_885,L_552
D_886,L_617
D_887,L_497
D_888,L_967
D_889,L_697
D_890,L_178
D_891,L_4
D_892,L_253
D_893,L_361
D_894,L_812
D_895,L_677
D_896,L_669
D_897,L_445
D_898,L_974
D_899,L_764
D_900,L_442
D_901,L_752
D_902,L_673
D_903,L_122
D_904,L_39
D_905,L_982
D_906,L_304
D_907,L_271
D_908,L_571
D_909,L_431
D_910,L_321
D_911,L_499
D_912,L_148
D_913,L_847
D_914,L_587
D_915,L_77
D_916,L_736
D_917,L_487
D_918,L_146
D_919,L_349
D_920,L_968
D_921,L_500
D_922,L_842
D_923,L_850
D_924,L_608
D_925,L_423
D_926,L_529
D_927,L_349
D_928,L_640
D_929,L_415
D_930,L_420
D_931,L_521
D_932,L_118
D_933,L_647
D_934,L_546
D_935,L_386
D_936,L_772
D_937,L_569
D_938,L_313
D_939,L_918
D_940,L_455
D_941,L_478
D_942,L_926
D_943,L_294
D_944,L_813
D_945,L_546
D_946,L_46
D_947,L_698
D_948,L_858
D_949,L_2
D_950,L_897
D_951,L_447
D_952,L_950
D_953,L_549
D_954,L_286
D_955,L_995
D_956,L_112
D_957,L_20
D_958,L_639
D_959,L_157
D_960,L_986
D_961,L_471
D_962,L_173
D_963,L_441
D_964,L_986
D_965,L_627
D_966,L_734
D_967,L_604
D_968,L_959
D_969,L_33
D_970,L_802
D_971,L_151
D_972,L_628
D_973,L_106
D_974,L_396
D_975,L_85
D_976,L_556
D_977,L_467
D_978,L_256
D_979,L_366
D_980,L_202
D_981,L_343
D_982,L_257
D_983,L_781
D_984,L_970
D_985,L_921
D_986,L_914
D_987,L_560
D_988,L_85
D_989,L_56
D_990,L_71
D_991,L_802
D_992,L_787
D_993,L_762
D_994,L_321
D_995,L_115
D_996,L_161
D_997,L_392
D_998,L_969
D_999,L_714
